Mouser Part Number,Mfr Part Number,Mfr.,Datasheet,Availability,Pricing,RoHS,Lifecycle,Product Detail,Maximum Operating Temperature,Thermal Conductivity,Product,Type,Package / Case,Material,Breakdown Voltage,Color,Minimum Operating Temperature,Length,Width,Thickness,Tensile Strength,Flammability Rating,Series,Packaging
667-EYG-R0410ZLAJ,EYG-R0410ZLAJ,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$9.87,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0410ZLAJ?qs=81r%252BiQLm7BT8%2Fq746M8RYw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0410ZLAJ&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,102.8 mm,43 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0411ZLWJ,EYG-R0411ZLWJ,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Lead-Time 10 Weeks,$9.87,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0411ZLWJ?qs=81r%252BiQLm7BTcLMrifJAGPQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0411ZLWJ&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,105.5 mm,43 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0506ZLMM,EYG-R0506ZLMM,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$8.22,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0506ZLMM?qs=81r%252BiQLm7BQBiyPtcnhfyg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0506ZLMM&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,55 mm,48 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0911ZRDA,EYG-R0911ZRDA,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$40.04,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0911ZRDA?qs=81r%252BiQLm7BRnbzis2782uQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0911ZRDA&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,109 mm,92 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
739-A17751-04,A17751-04,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_HD90000_Series-1858795.pdf,Non-Stocked Lead-Time 10 Weeks,$539.76,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17751-04?qs=1mbolxNpo8dkVRHOxJbYYA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17751-04&utm_content=Laird-Performance-Materials,+ 125 C,7.5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Gray,- 50 C,457.2 mm,457.2 mm,1.01 mm,10 psi,UL 94 V-0,HD90000,Bulk
667-EYG-S0305ZLSM,EYG-S0305ZLSM,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 8 Weeks,$2.59,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-S0305ZLSM?qs=UwjGKF2Bi27AzWEwgjojBA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-S0305ZLSM&utm_content=Panasonic,+ 400 C,20 W/m-K,Thermally Conductive Graphite Sheet,,,Graphite,,Gray,- 55 C,27 mm,51 mm,0.2 mm,600 kPa,-,Soft-PGS,Bulk
667-EYG-R0512ZRGE,EYG-R0512ZRGE,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$11.06,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0512ZRGE?qs=81r%252BiQLm7BSBf%2FdB2b3myA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0512ZRGE&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,118 mm,53 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0607ZRGL,EYG-R0607ZRGL,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$11.86,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0607ZRGL?qs=81r%252BiQLm7BRmtD1rqITp6w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0607ZRGL&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,69.7 mm,58 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0611ZRWH,EYG-R0611ZRWH,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$15.88,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0611ZRWH?qs=81r%252BiQLm7BSbUhImY9MB6A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0611ZRWH&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,106 mm,60 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0811ZLWG,EYG-R0811ZLWG,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$16.81,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0811ZLWG?qs=81r%252BiQLm7BTosw7VcMfE2w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0811ZLWG&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,108 mm,78 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R1315ZLGA,EYG-R1315ZLGA,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$47.63,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1315ZLGA?qs=81r%252BiQLm7BRn1eoumd1eJA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1315ZLGA&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,150 mm,129.5 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-S0612ZLSG,EYG-S0612ZLSG,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 8 Weeks,$11.97,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-S0612ZLSG?qs=UwjGKF2Bi26HY%2FQPWCoXVQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-S0612ZLSG&utm_content=Panasonic,+ 400 C,20 W/m-K,Thermally Conductive Graphite Sheet,,,Graphite,,Gray,- 55 C,61.5 mm,124 mm,0.2 mm,600 kPa,-,Soft-PGS,Bulk
739-A17174-07,A17174-07,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17801-00-Tflex_P300_DS-110317-1591180.pdf,Non-Stocked Lead-Time 10 Weeks,$338.68,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17174-07?qs=W0yvOO0ixfHkVuUxd7wo%2FQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17174-07&utm_content=Laird-Performance-Materials,+ 125 C,3 W/m-K,Thermally Conductive Gap Pad,,,Silicone Elastomer,5 kVAC,Purple,- 40 C,1.5 ft,1.5 ft,1.778 mm,,UL 94 V-0,P300,Bulk
739-A16367-04,A16367-04,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_SF600_DS_071718-1634176.pdf,Non-Stocked Lead-Time 12 Weeks,$77.66,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16367-04?qs=%2FPjCoi2vghTamtb12gY%2FIQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16367-04&utm_content=Laird-Performance-Materials,+ 125 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Boron Nitride,,Pink,- 20 C,228.6 mm,215.9 mm,1.01 mm,,UL 94 V-0,Tflex SF600,Bulk
667-EYG-S121807DP,EYG-S121807DP,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,,$30.82,RoHS Compliant By Exemption,,https://www.mouser.com/ProductDetail/Panasonic/EYG-S121807DP?qs=MNPzkKEzRtR%252B970S2ydULQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-S121807DP&utm_content=Panasonic,+ 400 C,1000 W/m-K,Thermally Conductive Graphite Sheet,Pyrolytic Graphite Sheet,,Graphite,,Gray,- 55 C,180 mm,115 mm,0.07 mm,600 kPa,UL 94 V-0,PGS,
490-SF400-204005,SF400-204005,CUI Devices,https://www.mouser.com/datasheet/2/670/sf400-1779087.pdf,Non-Stocked Lead-Time 5 Weeks,$21.81,RoHS Compliant,,https://www.mouser.com/ProductDetail/CUI-Devices/SF400-204005?qs=PqoDHHvF649YsEFKxtBb4A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF400-204005&utm_content=CUI-Devices,+ 200 C,2.5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,2.5 kVAC,Gray,- 58 C,20 mm,40 mm,0.5 mm,25 psi,,SF400,
739-A17690-05,A17690-05,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17758_00_Tflex_HD700_12_01_21-2933084.pdf,Non-Stocked Lead-Time 10 Weeks,$67.00,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17690-05?qs=YCa%2FAAYMW03FGtKXUaFTWg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17690-05&utm_content=Laird-Performance-Materials,+ 200 C,5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Pink,- 50 C,228.6 mm,228.6 mm,1.27 mm,10 psi,UL 94 V-0,HD700,Bulk
667-EYG-S0407ZLAL,EYG-S0407ZLAL,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 8 Weeks,$4.45,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-S0407ZLAL?qs=UwjGKF2Bi25G41Aakz37kw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-S0407ZLAL&utm_content=Panasonic,+ 400 C,20 W/m-K,Thermally Conductive Graphite Sheet,,,Graphite,,Gray,- 55 C,40 mm,65.5 mm,0.2 mm,600 kPa,-,Soft-PGS,Bulk
667-EYG-S0410ZLAJ,EYG-S0410ZLAJ,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 8 Weeks,$7.69,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-S0410ZLAJ?qs=UwjGKF2Bi25GXyzrc1XmoQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-S0410ZLAJ&utm_content=Panasonic,+ 400 C,20 W/m-K,Thermally Conductive Graphite Sheet,,,Graphite,,Gray,- 55 C,43 mm,102.8 mm,0.2 mm,600 kPa,-,Soft-PGS,Bulk
490-AF200-151505,AF200-151505,CUI Devices,https://www.mouser.com/datasheet/2/670/af200-1776166.pdf,Non-Stocked Lead-Time 5 Weeks,$26.91,RoHS Compliant,,https://www.mouser.com/ProductDetail/CUI-Devices/AF200-151505?qs=PqoDHHvF64%252B9GTgK8YphRw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AF200-151505&utm_content=CUI-Devices,+ 125 C,2 W/m-K,Thermally Conductive Gap Pad,,,Non-Silicone Elastomer,2.5 kVAC,White,- 45 C,15 mm,15 mm,0.5 mm,30 psi,,AF200,
490-AF200-204005,AF200-204005,CUI Devices,https://www.mouser.com/datasheet/2/670/af200-1776166.pdf,Non-Stocked Lead-Time 5 Weeks,$16.19,RoHS Compliant,,https://www.mouser.com/ProductDetail/CUI-Devices/AF200-204005?qs=PqoDHHvF648RIfqr4nMvog%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AF200-204005&utm_content=CUI-Devices,+ 125 C,2 W/m-K,Thermally Conductive Gap Pad,,,Non-Silicone Elastomer,2.5 kVAC,White,- 45 C,20 mm,40 mm,0.5 mm,30 psi,,AF200,
490-AF200-303005,AF200-303005,CUI Devices,https://www.mouser.com/datasheet/2/670/af200-1776166.pdf,Non-Stocked Lead-Time 5 Weeks,$23.15,RoHS Compliant,,https://www.mouser.com/ProductDetail/CUI-Devices/AF200-303005?qs=PqoDHHvF648AnFQRu9a%252Blw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AF200-303005&utm_content=CUI-Devices,+ 125 C,2 W/m-K,Thermally Conductive Gap Pad,,,Non-Silicone Elastomer,2.5 kVAC,White,- 45 C,30 mm,30 mm,0.5 mm,30 psi,,AF200,
490-AF500-151505,AF500-151505,CUI Devices,https://www.mouser.com/datasheet/2/670/af500-1776536.pdf,Non-Stocked Lead-Time 5 Weeks,$35.44,RoHS Compliant,,https://www.mouser.com/ProductDetail/CUI-Devices/AF500-151505?qs=PqoDHHvF64%252BbWUU%2FmM4BvA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AF500-151505&utm_content=CUI-Devices,+ 125 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Non-Silicone Elastomer,2.5 kVAC,Gray,- 45 C,15 mm,15 mm,0.5 mm,30 psi,UL 94 V-0,AF500,
739-A17557-125,A17557-125,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/RFP_DS_COOLZORB_500_050119-2526168.pdf,Non-Stocked Lead-Time 8 Weeks,$504.81,,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17557-125?qs=byeeYqUIh0M6S%2FX2xtgYTQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17557-125&utm_content=Laird-Performance-Materials,+ 175 C,4 W/m-K,Thermally Conductive Gap Pad,,,,,Gray,- 40 C,1.5 ft,1.5 ft,0.125 in,45 psi,UL 94 V-0,COOLZORB,
490-SF500-101005,SF500-101005,CUI Devices,https://www.mouser.com/datasheet/2/670/sf500-1779055.pdf,Non-Stocked Lead-Time 5 Weeks,$28.15,RoHS Compliant,,https://www.mouser.com/ProductDetail/CUI-Devices/SF500-101005?qs=PqoDHHvF64%252Bkge9mPsFWOA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF500-101005&utm_content=CUI-Devices,+ 200 C,3 W/m-K,Thermally Conductive Gap Pad,,,Silicone Elastomer,2.5 kVAC,Blue,- 58 C,10 mm,10 mm,0.5 mm,25 psi,,SF500,
490-SF500G-202005,SF500G-202005,CUI Devices,https://www.mouser.com/datasheet/2/670/sf500g-1779119.pdf,Non-Stocked Lead-Time 5 Weeks,$31.99,RoHS Compliant,,https://www.mouser.com/ProductDetail/CUI-Devices/SF500G-202005?qs=PqoDHHvF6480G8Ln2y726w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF500G-202005&utm_content=CUI-Devices,+ 200 C,3.5 W/m-K,Thermally Conductive Gap Pad,,,Silicone Elastomer,2.5 kVAC,Blue,- 58 C,20 mm,20 mm,0.5 mm,25 psi,,SF500G,
667-EYG-S1313ZLGB,EYG-S1313ZLGB,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 8 Weeks,$29.54,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-S1313ZLGB?qs=UwjGKF2Bi27ZdZf4FWd93A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-S1313ZLGB&utm_content=Panasonic,+ 400 C,20 W/m-K,Thermally Conductive Graphite Sheet,,,Graphite,,Gray,- 55 C,128 mm,128 mm,0.2 mm,600 kPa,-,Soft-PGS,Bulk
667-EYG-S1315ZLGA,EYG-S1315ZLGA,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 8 Weeks,$29.54,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-S1315ZLGA?qs=UwjGKF2Bi26cD8KOL0scxA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-S1315ZLGA&utm_content=Panasonic,+ 400 C,20 W/m-K,Thermally Conductive Graphite Sheet,,,Graphite,,Gray,- 55 C,129.5 mm,150 mm,0.2 mm,600 kPa,-,Soft-PGS,Bulk
739-A15754-03,A15754-03,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_SF800_Series-1760830.pdf,Non-Stocked Lead-Time 10 Weeks,$77.81,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A15754-03?qs=pxDZlBjcsCiwTG7D1WGa3w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A15754-03&utm_content=Laird-Performance-Materials,+ 120 C,7.8 W/m-K,Thermally Conductive Gap Pad,,,Silicone Elastomer,,Gray,- 25 C,9 in,9 in,0.03 in,,UL 94 V-0,Tflex SF800,Bulk
667-EYG-R0612ZRSG,EYG-R0612ZRSG,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$23.81,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0612ZRSG?qs=81r%252BiQLm7BQLD4WYMS0SUw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0612ZRSG&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,124 mm,61.5 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0811ZRGH,EYG-R0811ZRGH,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$23.81,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0811ZRGH?qs=81r%252BiQLm7BT5wh8jhh8UxQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0811ZRGH&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,113 mm,80 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0404ZRMP,EYG-R0404ZRMP,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$6.65,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0404ZRMP?qs=81r%252BiQLm7BRrhdZFJWP%2FXA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0404ZRMP&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,38 mm,36 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0509ZRGK,EYG-R0509ZRGK,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$15.88,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0509ZRGK?qs=81r%252BiQLm7BT8KV3JkuBTSQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0509ZRGK&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,92 mm,46 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0509ZRMH,EYG-R0509ZRMH,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$13.29,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0509ZRMH?qs=81r%252BiQLm7BSSmy3r1iPboA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0509ZRMH&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,86 mm,51 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0606ZRSL,EYG-R0606ZRSL,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$11.26,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0606ZRSL?qs=81r%252BiQLm7BSoHCM6CeP43g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0606ZRSL&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,61.5 mm,58 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0608ZRMK,EYG-R0608ZRMK,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$13.29,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0608ZRMK?qs=81r%252BiQLm7BS6I%252BoC8fJhfA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0608ZRMK&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,78 mm,55 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R0911ZLDA,EYG-R0911ZLDA,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$20.38,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0911ZLDA?qs=81r%252BiQLm7BR5Hy8Fd1UFYA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0911ZLDA&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,109 mm,92 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R1014ZLDB,EYG-R1014ZLDB,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$28.24,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1014ZLDB?qs=81r%252BiQLm7BTeHbHn3uP82A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1014ZLDB&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,138 mm,98 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R1014ZRAD,EYG-R1014ZRAD,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$40.00,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1014ZRAD?qs=81r%252BiQLm7BQW6ab736SrNA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1014ZRAD&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,138 mm,97.8 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R1014ZRDB,EYG-R1014ZRDB,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$40.00,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1014ZRDB?qs=81r%252BiQLm7BR4xCp3uAKgCw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1014ZRDB&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,138 mm,98 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R1116ZRMA,EYG-R1116ZRMA,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,$40.00,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1116ZRMA?qs=81r%252BiQLm7BTbDfsa%2F6KSrw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1116ZRMA&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,158 mm,108.8 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-S0409ZLGJ,EYG-S0409ZLGJ,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 8 Weeks,$6.43,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-S0409ZLGJ?qs=UwjGKF2Bi25ekv%2FEIARSTA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-S0409ZLGJ&utm_content=Panasonic,+ 400 C,20 W/m-K,Thermally Conductive Graphite Sheet,Pyrolytic Graphite Sheet,,Graphite,,Gray,- 55 C,44 mm,93 mm,0.2 mm,600 kPa,UL 94 V-0,Soft-PGS,Bulk
